gender,educ,partyid,taxpayer,percenttp,wagesal,child,wastecents,eitcself,eitcother,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec
2,2,1,1,81,1,0,60,3,1,8,2,4,2,20,2,2,1,4,1,2,6,1,1,15,27,1,15,0.631508565
1,4,2,1,60,1,0,40,2,3,6,3,3,1,60,1,2,3,4,4,4,6,1,1,32,1,1,16,0.673454506
2,5,3,1,82,1,0,19,3,3,2,3,2,1,71,1,2,2,3,2,1,6,1,1,47,22,1,11,0.432154266
2,2,4,1,91,1,3,99,1,4,8,4,1,1,2,2,2,1,4,1,4,3,1,1,16,48,1,12,0.984578453
2,2,4,1,84,1,0,50,1,4,2,8,3,1,68,2,4,6,4,4,4,6,3,3,6,47,1,1,0.570545043
1,2,1,1,66,0,1,80,2,2,2,1,1,1,46,1,2,2,2,1,1,3,6,1,16,43,1,20,1.183806476
1,5,4,1,91,1,0,30,3,3,1,4,2,1,80,1,1,1,4,2,1,3,5,1,31,43,1,13,0.920166135
2,5,2,1,78,1,3,35,4,2,1,3,2,1,32,1,2,2,2,1,1,6,1,1,5,43,4,13,2.15034017
2,3,1,1,91,1,0,80,4,4,6,2,1,1,5,1,1,1,2,1,2,3,1,1,50,16,1,12,0.787470485
1,1,4,2,80,1,0,99,1,2,9,6,4,2,17,2,4,5,4,3,3,6,1,3,34,31,1,1,0.343243209
1,2,4,1,51,1,0,60,3,3,2,4,2,3,1,3,3,6,4,1,1,3,1,3,10,35,1,13,0.506566333
2,6,4,1,45,1,0,50,3,3,6,4,2,1,40,1,4,2,3,1,1,3,1,1,22,16,1,19,1.892838277
1,3,1,2,50,0,0,60,3,3,4,1,4,1,0,1,4,3,4,1,1,6,5,1,10,46,1,7,0.789782315
2,3,2,1,78,1,2,20,1,2,1,8,4,1,28,2,3,3,4,1,4,6,5,3,11,42,1,7,0.789782315
1,5,1,1,91,1,1,18,1,3,1,2,4,1,38,2,4,4,4,4,1,6,1,1,39,45,1,17,2.366625567
1,4,1,1,60,1,0,98,3,3,1,7,1,1,5,1,1,5,1,2,2,6,1,1,39,26,1,12,0.429536552
1,2,4,1,88,1,0,42,3,3,1,4,2,1,57,1,3,3,4,1,1,6,1,1,10,14,1,12,0.631671616
1,2,5,1,81,1,0,61,1,2,9,6,2,1,50,1,1,1,2,2,1,6,3,3,22,23,1,5,0.341164062
1,5,2,1,65,1,0,15,1,1,1,4,3,1,65,1,2,2,4,1,1,3,5,1,31,29,1,13,0.503497879
1,2,4,2,99,0,0,100,4,2,5,4,3,2,20,2,4,3,4,3,3,1,5,3,23,56,1,1,0.782012106
2,4,7,1,91,1,0,80,3,2,5,6,3,2,30,2,2,3,4,1,1,6,1,1,41,20,1,12,0.432154266
2,3,6,1,29,1,0,71,3,1,6,6,2,1,32,1,2,2,4,2,1,3,1,1,34,7,1,14,0.74043831
2,2,4,1,87,0,0,52,3,3,6,4,2,1,54,1,3,3,4,1,1,6,2,1,22,15,1,5,0.498672977
1,4,7,3,90,0,1,15,3,3,7,6,2,1,10,1,3,2,4,1,2,3,5,3,3,63,2,12,5.000086947
1,5,1,1,93,1,0,63,4,4,1,2,5,1,0,1,2,3,4,2,1,3,5,3,21,51,2,13,2.364219449
2,3,2,2,81,1,0,41,2,3,6,2,3,1,5,1,2,1,4,1,1,3,3,3,50,11,1,1,0.625456966
1,5,7,1,100,1,0,27,3,1,1,7,2,1,36,1,1,2,4,2,1,3,6,1,34,46,1,11,0.789782315
1,1,4,1,60,1,0,60,3,1,6,6,1,1,20,1,2,2,4,3,1,1,1,2,16,14,1,7,0.787470485
2,3,2,1,67,1,0,12,3,2,6,4,2,1,55,1,2,3,2,2,1,3,1,1,26,20,1,14,0.631508565
1,4,2,1,93,1,0,100,3,1,1,4,3,1,2,1,3,1,1,2,2,1,4,1,47,28,2,8,1.103625348
2,2,1,1,50,1,0,40,2,1,4,2,2,1,40,1,2,2,4,1,1,6,3,1,29,23,1,12,0.3930594
1,2,4,1,80,1,1,60,2,3,2,6,2,1,20,2,2,2,4,4,4,6,1,1,39,35,1,7,0.429536552
1,3,4,3,56,1,0,53,4,3,9,8,4,2,62,2,5,3,5,4,3,6,5,5,33,42,1,1,0.623493423
2,5,4,1,90,1,0,58,3,3,8,7,4,1,1,1,2,1,4,2,1,3,5,4,50,34,1,8,0.538743107
1,2,4,1,86,1,0,60,3,1,1,4,4,2,12,2,3,3,4,1,1,6,1,3,10,31,1,11,0.432154266
1,2,4,1,70,1,1,49,4,4,8,3,2,1,47,1,2,4,4,2,1,1,1,3,5,29,1,12,0.3930594
2,4,6,1,71,1,0,30,3,1,1,4,3,1,49,1,3,3,4,1,1,6,1,3,5,41,1,14,0.84202368
1,2,4,1,81,1,0,41,3,3,6,6,3,1,40,2,4,3,4,3,4,6,5,3,33,20,1,10,0.429536552
4,5,7,1,91,1,0,81,2,3,6,7,3,1,50,1,3,1,4,2,1,3,1,3,47,13,1,12,0.631671616
1,5,4,1,97,1,0,11,3,3,1,4,2,1,50,1,2,3,4,1,2,6,1,1,31,27,1,19,1.294973709
2,4,2,1,80,1,0,19,4,4,6,3,4,3,49,2,3,4,2,4,4,3,1,1,41,24,1,18,1.302865633
1,5,4,1,91,1,0,88,3,3,1,5,2,1,1,1,2,2,4,1,2,3,5,3,7,21,1,9,0.429536552
1,3,7,1,9,1,0,81,3,3,6,7,1,1,40,1,1,2,4,2,1,3,1,1,24,17,1,17,2.374078686
2,4,7,1,80,1,0,100,3,1,1,7,1,1,0,1,1,1,3,1,1,3,1,1,4,26,1,3,0.343243209
1,5,2,1,75,1,1,30,3,1,1,2,2,1,56,1,2,2,4,4,1,3,1,1,39,30,1,13,0.503497879
2,3,6,3,70,1,0,60,2,4,4,4,3,1,20,1,2,1,3,2,1,3,3,3,15,22,1,1,0.427902551
2,5,3,1,76,1,0,8,3,2,6,4,2,1,60,1,2,4,4,2,1,3,1,1,14,20,1,19,1.624211387
1,2,4,2,47,0,0,27,3,3,7,8,4,2,97,2,4,6,4,4,4,6,6,4,3,47,5,1,1.457044443
1,2,4,1,50,1,0,80,3,3,6,7,1,1,20,1,1,1,2,2,1,3,1,1,31,16,1,15,0.73595321
1,2,4,2,75,1,0,19,3,3,6,6,4,1,2,1,3,2,4,2,1,3,2,3,44,13,1,4,0.501712027
1,4,7,1,40,1,0,40,1,1,1,5,4,1,30,1,3,1,4,2,1,6,3,1,34,14,1,11,0.631671616
1,5,1,1,80,1,0,29,4,4,6,1,1,1,98,1,1,2,2,2,1,6,3,1,10,10,2,13,1.890913852
1,4,7,1,39,1,0,90,3,1,6,7,1,1,9,1,1,5,3,2,1,3,1,3,44,14,1,11,0.631671616
1,2,4,1,91,0,0,60,2,3,7,4,4,1,59,1,3,3,3,1,2,6,5,2,43,57,1,10,0.789782315
2,2,4,1,71,0,0,100,3,3,1,5,4,1,50,1,4,3,4,4,4,6,1,1,14,25,1,1,0.427902551
1,6,5,1,40,1,0,39,3,1,6,6,2,1,40,1,2,2,4,2,1,3,1,1,41,9,1,18,1.904373751
1,2,7,1,40,1,0,86,1,2,6,4,1,1,3,1,3,1,4,1,2,6,1,1,31,15,1,18,1.892838277
2,6,7,1,69,1,0,37,4,2,9,7,4,1,44,2,3,5,4,2,2,3,1,1,15,18,1,11,0.538743107
1,3,2,1,51,1,0,40,1,4,1,6,1,1,10,1,3,1,4,2,1,3,3,1,21,18,1,12,0.432154266
2,2,2,1,60,1,0,40,3,3,6,2,1,1,80,1,3,4,3,2,1,3,1,1,10,6,1,17,1.904373751
2,3,4,2,71,0,0,82,3,3,7,4,4,2,2,2,4,2,4,4,4,6,5,4,34,64,1,11,4.87722426
2,2,4,1,75,1,1,50,1,1,1,4,4,2,12,2,3,5,4,3,4,6,5,1,33,44,1,8,0.784998321
1,5,4,2,35,1,0,81,1,3,9,1,2,1,2,2,2,5,3,3,1,3,1,3,41,28,5,10,1.103625348
1,2,4,1,60,1,0,80,1,2,6,4,3,1,31,1,4,3,4,4,4,6,1,2,38,10,1,14,0.673454506
2,3,1,1,100,1,0,10,3,3,8,2,1,1,45,1,2,3,3,2,1,3,1,1,10,26,1,11,0.432154266
2,3,4,1,70,1,0,80,4,3,8,4,3,1,8,1,3,4,4,1,2,6,1,1,7,28,1,14,0.503497879
1,2,4,1,84,1,0,18,1,1,4,8,3,2,60,2,2,4,4,4,4,6,3,3,5,37,2,1,0.797267752
1,2,6,1,49,1,0,35,3,3,2,6,4,1,10,1,3,4,4,2,1,3,1,1,14,24,1,12,0.538743107
2,5,7,1,70,1,1,80,1,1,1,7,4,1,11,1,2,2,4,1,4,2,3,1,47,37,1,12,0.432154266
2,2,1,1,100,1,1,39,3,1,6,1,4,1,56,1,3,3,4,4,4,6,1,3,10,25,2,20,1.326942338
2,2,4,1,96,1,0,40,3,4,8,8,3,1,0,1,4,3,4,1,1,3,1,1,7,21,1,14,0.503497879
1,3,1,1,50,1,0,70,1,4,6,4,1,1,20,1,2,1,4,2,1,6,5,3,39,17,1,3,0.498672977
1,2,4,1,90,1,0,80,3,1,1,6,4,1,40,2,4,2,4,3,4,6,3,1,6,49,1,12,0.718334602
2,2,4,1,60,1,1,87,4,4,1,8,4,2,20,2,3,3,5,1,1,6,1,1,10,50,1,15,0.92577388
1,6,4,1,99,1,0,25,3,4,2,6,1,1,20,1,2,2,4,2,1,3,1,1,5,9,1,16,0.673454506
1,5,2,1,75,1,1,19,3,1,1,2,2,1,40,1,2,2,4,2,1,3,1,1,39,30,1,13,0.503497879
2,2,4,1,30,1,0,60,3,4,6,7,2,1,33,1,3,2,4,4,4,6,2,1,15,1,1,9,0.787470485
2,2,7,1,90,1,0,60,1,1,6,7,3,1,7,1,2,2,4,2,1,3,3,1,43,32,1,3,0.343243209
1,2,4,1,81,1,0,39,2,2,2,4,3,1,72,1,3,2,2,3,2,1,5,3,31,55,1,5,0.623493423
2,2,2,1,70,0,4,20,1,3,8,2,2,1,80,3,2,3,2,1,1,5,1,3,47,45,1,14,0.92577388
1,3,7,1,50,1,0,30,3,4,1,7,2,1,30,1,2,2,4,2,2,4,1,1,19,23,1,16,0.506566333
1,2,4,1,30,1,2,20,2,2,1,2,2,1,2,1,4,2,2,2,2,3,3,1,1,2,2,12,1.613148041
2,4,7,1,85,1,0,5,3,3,8,6,4,1,50,1,4,6,4,4,4,6,1,3,2,45,1,11,0.718334602
1,5,1,1,99,1,0,6,2,4,2,2,3,1,62,1,2,2,4,2,1,3,3,1,5,19,1,11,0.3930594
2,3,1,1,40,1,0,10,3,4,9,1,1,1,50,1,1,2,2,2,1,3,1,1,14,21,1,18,1.624211387
1,5,6,1,45,1,0,98,1,1,1,4,1,1,1,1,3,4,3,1,2,4,1,1,33,18,1,20,0.516452651
2,6,4,1,51,1,0,52,3,3,2,2,2,1,52,2,2,2,2,3,3,3,5,2,33,50,1,14,0.920166135
1,6,7,1,94,0,3,98,1,3,1,7,2,1,36,1,5,1,3,1,2,6,1,1,44,59,1,13,5.000077392
1,3,2,2,60,0,0,60,3,3,6,2,3,1,4,1,4,2,4,2,2,6,3,3,33,37,1,4,0.341164062
2,2,4,1,30,0,0,80,3,2,1,6,3,1,5,1,3,6,4,1,1,6,1,1,40,37,1,20,0.516452651
1,2,4,1,100,1,0,89,4,4,6,7,1,1,10,1,3,1,4,2,1,3,1,1,24,1,1,8,0.787470485
1,3,2,2,38,1,0,2,3,2,5,3,1,1,89,1,2,2,4,2,1,1,5,1,33,28,1,7,0.429536552
3,2,4,2,64,0,0,80,4,4,7,1,3,1,12,2,2,2,4,2,2,6,5,4,15,63,1,10,5.0000767
2,4,4,1,80,1,2,71,3,2,1,4,2,1,50,1,4,2,4,4,4,3,1,1,48,31,1,15,0.460739774
1,5,2,1,56,1,0,36,3,3,4,2,2,1,40,1,2,2,1,1,2,3,5,1,36,34,1,9,0.538743107
2,5,6,1,26,1,1,84,1,3,1,5,2,1,18,1,2,1,1,1,1,2,1,1,48,53,1,11,0.718334602
2,2,4,1,91,1,2,100,3,1,1,7,4,1,1,1,3,3,4,4,4,6,1,1,13,34,1,13,0.460739774
2,2,4,1,100,1,0,20,2,2,2,4,4,1,81,1,2,3,2,1,1,3,1,3,43,20,5,3,0.876566393
2,2,4,1,91,1,0,61,1,1,2,5,4,2,1,2,3,2,4,1,4,6,3,1,14,21,1,1,0.427902551
1,3,1,1,59,0,2,74,1,1,1,4,2,1,70,1,1,2,4,1,1,3,1,1,21,37,2,19,3.327227455
4,7,2,2,42,0,0,28,4,4,10,8,5,3,18,3,3,4,5,4,4,6,1,5,29,27,1,20,0.4725944
2,2,4,1,45,0,0,68,3,3,8,8,4,1,5,1,3,2,4,3,3,3,5,3,37,32,1,1,0.343243209
1,2,7,1,40,1,0,40,3,3,6,6,1,1,8,1,1,3,2,2,1,3,3,3,28,9,1,8,0.787470485
2,2,9,1,99,1,0,100,3,3,6,8,5,1,2,3,4,1,4,1,4,3,4,1,44,16,1,1,0.501712027
1,5,7,2,81,1,0,60,1,4,2,7,1,1,27,1,1,1,1,2,1,3,5,1,17,42,1,4,0.782012106
1,2,4,1,88,1,3,61,1,4,1,4,3,1,37,1,2,5,4,1,2,3,5,1,23,45,1,11,0.984578453
1,2,4,2,86,0,0,86,3,3,5,8,2,2,39,2,3,2,4,2,3,6,1,3,53,45,1,20,0.973295269
2,5,1,1,100,1,1,2,3,3,1,2,1,1,80,1,2,1,4,2,1,3,1,1,29,26,1,14,0.460739774
1,2,4,1,80,1,0,90,3,1,1,4,4,1,1,1,3,2,4,2,2,3,1,1,10,51,1,18,2.38104843
2,2,1,1,83,0,0,23,1,3,1,4,4,1,53,1,4,3,1,4,4,6,5,3,14,30,2,1,1.09276742
1,3,4,1,52,1,1,37,4,4,2,4,3,2,40,2,2,6,4,3,3,6,1,1,5,31,4,11,1.003785803
2,3,6,1,77,1,2,80,4,4,8,6,3,1,1,2,2,2,4,1,4,3,1,1,43,38,1,12,0.789782315
1,4,7,1,81,1,2,60,1,1,1,4,4,1,21,1,4,3,4,2,4,5,1,3,34,36,1,15,0.506566333
1,2,4,1,79,1,0,47,1,4,2,4,2,1,98,1,3,3,4,3,3,3,1,3,9,32,2,8,1.131171593
2,4,1,1,76,1,0,90,1,1,6,4,1,1,6,1,1,1,1,1,1,6,1,1,34,21,1,14,0.506566333
1,2,4,1,70,1,1,60,1,1,9,4,4,2,22,2,3,1,4,4,4,6,6,3,39,44,1,2,0.623493423
2,2,4,2,80,1,1,48,1,4,8,4,4,2,49,2,4,3,4,1,1,6,1,3,36,36,2,20,1.654226499
1,5,7,2,50,1,0,19,3,3,6,6,1,1,60,1,1,2,4,2,1,3,3,3,44,11,1,9,0.631671616
1,2,6,1,75,1,0,81,4,4,4,6,4,1,1,1,2,2,4,1,1,6,1,1,10,27,1,2,0.343243209
2,3,2,1,83,1,0,33,1,1,2,4,1,1,20,1,1,2,4,1,1,3,1,1,47,32,1,12,0.432154266
2,5,7,1,72,1,0,80,2,3,2,6,4,1,5,1,4,3,4,3,3,6,3,1,10,23,1,8,0.432154266
1,4,6,1,60,1,0,12,3,2,6,4,2,1,68,1,3,3,4,2,1,6,1,1,23,11,1,13,0.923063978
1,5,2,1,81,1,0,20,3,1,1,4,2,1,52,1,2,1,4,1,1,3,1,3,15,30,1,11,0.538743107
1,6,5,1,52,1,0,58,3,3,9,5,3,1,20,1,3,2,4,2,1,3,3,3,48,34,1,20,0.4725944
1,3,5,1,50,1,0,70,3,1,6,6,4,1,7,1,2,4,3,1,1,3,3,3,23,11,1,8,0.787470485
1,2,4,2,30,1,5,19,3,4,8,1,5,3,22,2,3,4,2,2,4,6,2,4,5,54,4,1,1.457044443
1,6,7,1,70,1,0,61,3,3,1,6,3,1,39,1,3,2,4,2,1,3,3,3,11,21,1,16,0.506566333
2,6,7,1,93,1,2,34,2,1,2,6,1,1,70,1,1,2,1,1,1,3,1,1,36,32,1,19,1.624211387
1,5,1,1,50,1,1,40,3,1,1,2,2,1,41,1,2,1,3,2,1,6,5,3,33,27,2,16,1.285820981
2,4,6,1,80,1,0,39,4,4,8,3,3,1,62,1,3,2,4,1,1,6,1,1,5,21,1,19,1.185001802
1,5,9,2,50,0,0,60,3,3,7,4,2,1,81,1,2,3,4,1,1,1,5,3,5,41,1,3,0.570545043
1,5,4,1,30,1,0,20,3,4,6,4,1,1,32,1,2,2,4,1,1,3,5,1,5,1,1,2,0.456324613
2,2,1,1,90,1,0,50,1,1,9,4,5,1,50,1,3,3,4,4,1,6,2,3,5,22,3,7,1.003785803
2,2,9,1,90,1,2,100,1,4,8,8,4,1,17,2,4,5,4,4,4,6,4,4,26,56,1,1,0.782012106
2,5,4,1,93,1,0,60,1,3,9,2,4,1,77,1,4,6,4,4,4,6,3,3,21,34,1,2,0.343243209
2,2,4,1,81,0,0,80,4,1,6,8,2,2,100,2,4,1,4,4,4,2,1,4,23,18,1,3,0.427902551
2,2,4,2,39,1,1,32,4,4,7,3,3,2,43,2,3,2,4,1,1,2,5,4,27,61,1,20,5.000077894
2,3,2,1,100,1,0,69,3,1,1,4,5,1,30,1,4,5,3,4,4,6,3,1,11,28,2,11,1.103625348
2,6,2,1,89,1,0,28,3,4,6,2,3,1,40,1,3,3,3,2,1,3,1,1,10,21,1,13,0.506566333
2,2,4,1,70,1,1,50,2,3,2,5,2,2,45,2,2,3,4,4,4,6,1,1,16,44,1,3,0.782012106
2,3,2,1,91,1,0,70,1,3,6,4,4,1,82,1,4,3,4,4,4,6,1,1,10,23,1,17,1.302865633
2,1,4,1,100,1,0,61,3,1,6,8,4,1,38,1,3,2,4,4,4,6,2,1,38,10,1,3,0.456324613
2,6,2,1,71,1,0,80,3,1,1,5,3,1,3,1,3,1,4,1,2,6,5,3,39,51,4,12,2.004710154
1,4,6,3,50,1,0,80,1,2,6,6,1,1,19,1,2,3,4,2,1,3,1,1,6,17,1,5,0.456324613
2,2,4,1,8,1,2,87,1,3,9,4,4,2,20,2,4,1,4,4,3,6,1,5,23,53,1,8,0.984578453
2,3,6,1,68,1,2,72,1,1,1,4,2,1,73,1,2,2,1,2,2,2,1,1,19,49,1,14,0.92577388
1,2,5,1,30,1,0,60,1,3,4,6,2,1,0,1,2,1,3,2,1,3,3,3,47,28,1,6,0.432154266
2,5,7,1,98,1,0,90,1,1,1,7,4,1,20,1,3,4,4,4,1,3,3,1,44,32,1,10,0.432154266
1,2,4,1,33,1,0,19,3,2,1,4,3,1,16,2,3,4,4,4,4,6,5,3,17,61,1,11,5.0000767
2,6,1,1,73,1,0,61,3,3,1,2,1,1,20,1,1,1,2,1,2,3,5,1,31,30,1,19,1.294973709
1,2,9,1,90,1,0,99,4,3,6,1,3,1,0,1,4,2,4,1,4,6,5,3,5,12,1,6,0.574527399
2,5,2,1,71,0,0,53,3,1,1,5,3,1,52,1,2,3,4,2,1,6,2,1,33,12,1,13,0.73595321
1,2,2,1,63,1,1,65,1,2,1,5,4,1,40,1,4,2,4,1,1,6,1,1,5,36,2,16,1.176626343
2,6,7,1,95,1,0,81,3,3,2,6,4,1,1,2,3,5,4,1,1,4,1,1,11,21,1,11,0.432154266
1,2,2,1,75,1,0,60,3,4,3,5,3,1,60,1,3,4,4,4,4,3,5,1,3,57,1,8,0.718334602
1,3,2,1,60,1,2,30,3,3,1,3,1,1,40,1,2,2,1,1,1,2,1,1,14,34,1,13,0.631508565
1,6,5,1,100,1,1,40,3,3,1,2,2,1,66,1,2,2,2,2,2,2,5,1,31,51,1,10,0.784998321
1,5,7,1,52,1,0,28,3,4,6,7,1,1,26,1,2,2,4,2,1,3,3,1,15,17,1,12,0.787470485
2,3,7,1,80,1,0,61,3,3,6,6,3,1,22,1,3,2,3,2,1,3,1,1,34,11,1,12,0.631671616
2,5,3,1,97,1,0,20,1,1,1,1,1,1,75,1,1,1,1,2,1,2,1,1,14,55,4,13,2.947343188
1,6,4,1,81,1,0,29,3,3,6,4,2,1,35,1,2,2,4,2,1,3,5,1,36,19,1,8,0.538743107
1,2,4,1,50,1,0,75,3,3,6,6,2,1,19,1,3,3,4,2,1,3,1,1,33,6,1,12,0.627845355
2,3,7,1,60,1,1,40,1,1,2,6,2,1,6,1,1,2,4,2,1,6,1,1,36,42,1,13,1.154111704
2,3,1,1,81,1,0,60,1,3,6,8,5,1,61,1,5,3,5,1,1,6,1,3,10,29,2,10,1.103625348
2,5,7,1,60,1,1,60,1,1,1,7,1,1,19,1,2,1,4,2,1,3,1,1,44,51,1,14,0.92577388
2,5,4,2,70,1,0,40,3,3,6,4,1,1,7,1,2,1,3,1,1,3,2,3,14,19,1,11,0.538743107
1,2,4,1,70,1,0,20,3,4,1,4,4,2,50,2,3,4,4,2,1,3,5,3,7,27,1,5,0.341164062
2,3,1,1,29,1,0,42,1,4,1,1,1,1,60,1,2,1,2,2,1,3,3,3,48,18,1,8,0.3930594
1,5,1,1,60,1,2,80,3,1,1,4,2,1,39,1,2,1,1,1,2,3,1,1,19,28,2,12,1.103625348
2,5,2,1,60,1,0,40,1,1,2,2,2,1,47,2,1,3,4,4,1,3,5,4,21,51,1,14,0.92577388
1,2,4,1,50,1,0,50,1,1,6,7,3,2,30,2,2,2,4,1,1,6,1,1,11,30,1,9,0.432154266
2,2,4,1,93,1,0,81,1,1,1,4,2,2,51,1,1,3,4,4,4,6,1,1,30,29,1,10,0.429536552
2,3,9,2,71,1,0,100,3,4,6,8,5,1,10,2,3,3,4,4,4,6,5,3,22,27,1,1,0.341164062
1,5,7,1,45,1,0,20,3,1,6,7,1,1,10,1,2,2,3,2,1,3,1,1,17,21,1,12,0.538743107
2,3,5,1,80,1,1,100,3,0,6,5,3,1,5,2,2,1,2,2,1,3,2,1,1,10,2,12,1.613148041
1,6,5,1,30,1,2,10,1,3,2,4,3,1,70,1,4,3,4,2,1,3,1,1,5,38,4,17,5.000013911
2,2,2,1,82,1,1,6,1,1,1,4,3,1,55,1,3,3,2,1,1,6,3,3,15,39,1,11,0.984578453
1,3,7,1,30,1,1,43,3,3,1,6,4,1,18,1,3,2,4,1,1,6,1,1,33,34,1,18,1.294973709
1,2,4,1,90,1,0,6,1,2,7,7,3,2,63,2,3,2,3,4,4,4,5,2,10,59,3,4,5.00008029
1,6,4,1,72,1,0,9,3,3,1,4,2,1,19,1,3,2,4,2,1,1,1,1,3,27,1,18,1.185001802
1,5,7,1,30,1,1,81,3,3,1,7,3,1,5,1,3,4,4,2,1,3,1,1,34,44,1,13,0.92577388
1,4,3,2,79,1,0,75,3,4,9,5,2,1,64,1,3,2,4,2,1,3,5,5,39,39,1,20,0.943841593
1,4,2,1,70,1,1,51,1,2,6,4,2,1,20,1,3,2,4,1,1,6,1,3,44,9,5,10,1.613148041
1,6,1,1,81,1,0,25,3,3,6,2,1,1,21,1,1,4,1,2,1,6,1,3,23,5,1,11,0.787470485
1,5,4,1,60,1,0,80,3,1,1,4,2,1,20,1,3,4,4,2,1,3,5,1,14,30,1,15,0.631508565
1,2,3,1,44,1,0,16,2,1,4,3,2,1,78,1,2,2,4,1,2,3,3,3,22,17,1,2,0.498672977
2,2,4,1,59,1,0,59,3,3,4,4,3,2,43,2,2,3,4,1,1,1,1,3,48,25,1,1,0.312191688
1,1,1,1,20,0,0,20,3,3,7,6,4,3,22,3,4,5,5,3,3,5,4,1,18,59,1,2,3.873788224
1,2,4,1,50,1,1,20,1,3,9,8,4,3,41,3,4,3,5,4,4,6,3,5,14,38,1,3,0.782012106
1,3,6,1,60,1,3,20,3,3,1,6,4,1,50,2,3,3,4,4,4,6,1,1,48,36,1,13,0.460739774
1,5,5,1,30,1,0,50,3,4,1,6,2,1,20,1,2,2,4,2,1,3,1,1,6,14,1,18,1.732094445
2,2,2,1,80,1,0,39,3,3,1,6,4,1,50,2,4,4,4,1,4,6,3,3,15,20,1,7,0.538743107
2,3,1,1,70,1,0,50,1,3,2,4,2,1,61,1,2,2,4,1,1,6,3,1,7,25,1,14,0.503497879
2,5,7,1,71,1,0,41,3,2,1,4,4,1,38,1,4,3,4,2,2,1,1,1,34,28,1,16,0.506566333
1,2,4,1,60,1,0,50,3,3,1,6,4,2,48,2,4,5,4,4,2,6,1,1,43,23,1,15,0.506566333
1,2,4,3,17,0,0,9,2,4,1,4,1,1,6,1,2,1,3,4,2,6,2,1,33,57,4,2,1.592262766
2,2,4,1,83,0,0,50,1,3,2,4,4,1,43,1,4,4,4,4,4,6,5,1,39,24,1,1,0.341164062
1,5,4,1,66,1,0,81,3,3,6,4,1,1,32,1,2,3,3,2,1,3,1,1,39,9,1,10,0.627845355
2,3,6,1,20,1,0,60,3,3,6,5,1,1,1,1,2,2,4,2,1,3,3,1,5,9,1,11,0.574527399
1,3,4,1,75,1,0,25,3,1,1,5,1,1,5,1,1,1,4,2,1,3,1,1,36,21,2,15,1.612731644
2,2,4,1,75,1,4,40,4,3,8,6,4,1,61,1,3,4,4,4,4,6,1,3,11,51,2,10,2.016927406
1,2,4,3,50,0,2,38,4,4,9,2,4,2,41,2,3,3,4,4,4,6,3,3,15,37,1,2,0.427902551
1,2,6,1,50,1,0,40,3,3,6,4,3,1,30,1,2,3,4,2,1,3,1,1,7,26,1,11,0.429536552
1,4,2,1,60,1,1,57,3,3,1,4,3,1,47,1,4,4,1,1,2,3,1,1,5,36,1,19,1.185001802
2,3,3,1,78,1,0,43,3,2,4,4,1,1,49,1,2,1,3,2,1,3,3,1,34,15,1,4,0.501712027
1,4,5,1,82,1,0,81,3,3,1,6,2,1,27,1,2,1,4,2,1,2,1,1,47,22,1,10,0.432154266
1,2,4,1,70,0,0,91,1,2,1,8,4,1,1,2,4,3,4,3,3,6,1,2,34,38,1,2,0.627293163
1,5,4,1,40,1,0,85,3,4,1,4,1,1,1,1,2,1,4,1,1,3,5,1,5,37,1,18,1.185001802
2,5,4,1,44,1,2,81,1,1,1,4,4,1,5,1,4,5,4,1,1,3,1,1,16,43,1,14,1.154111704
2,3,4,3,70,1,0,81,1,1,8,8,4,1,4,1,4,6,4,4,4,6,3,4,5,20,5,1,0.797267752
2,2,7,1,74,1,0,64,3,1,6,6,3,1,18,1,3,5,4,2,1,3,1,1,26,22,1,12,0.538743107
2,3,1,1,60,1,2,90,1,3,8,3,2,1,1,1,2,2,3,1,2,6,1,1,26,40,1,12,0.984578453
1,6,5,1,44,1,0,52,3,1,1,6,1,2,56,2,3,3,4,2,1,3,5,3,11,52,4,18,5.000009728
1,5,7,1,81,1,0,48,3,3,1,6,2,1,35,1,1,2,4,2,1,6,2,1,33,31,1,13,0.503497879
2,3,4,1,70,1,0,19,3,3,1,7,2,1,20,1,4,3,4,4,4,6,1,1,10,51,1,10,0.789782315
1,2,4,1,49,1,0,58,3,1,1,4,3,1,13,2,2,2,2,1,2,6,1,1,40,30,1,14,0.503497879
2,4,7,1,85,1,0,5,3,3,8,6,4,1,50,1,4,6,4,4,4,6,1,3,2,45,1,11,0.718334602
2,2,1,2,60,1,0,70,1,2,4,4,3,1,51,2,4,3,3,2,2,6,3,5,19,42,1,1,0.627293163
1,6,6,1,42,1,0,31,3,3,6,6,2,1,27,1,3,2,4,2,1,3,1,1,1,10,1,17,1.904373751
2,3,3,1,35,0,0,24,4,2,1,4,2,1,47,3,2,3,2,3,3,1,5,3,24,45,5,11,2.514393178
2,3,6,1,91,0,0,93,3,2,5,5,4,1,4,1,4,2,4,1,1,6,1,1,38,28,1,9,0.3930594
2,6,3,1,19,1,0,80,3,3,6,6,4,1,40,1,3,3,4,4,4,6,2,1,33,12,1,12,0.627845355
1,3,7,1,51,1,0,51,3,3,1,6,1,1,19,1,1,1,3,2,1,3,1,1,15,26,1,15,0.631508565
